"id","category","question","answer","origin","date","url"
3575,"","Has your Company prepared and implemented a data inventory of all PI data elements (in any form, whether Electronic or paper) and their locations across applications, systems, processes, media and data repositories?","Yes More information is available on our full terms of service and privacy policies at https://cloud.google.com/terms/ and https://www.google.com/intl/en/policies/privacy/","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3576,"","Has your Company implemented a Records Retention Policy and retention schedules specifically applicable to PI?","Yes More information is available on our policies regarding Data Correction, Blocking, Exporting, and Deletion at https://cloud.google.com/terms/data-processing-terms#7-data-correction-blocking-exporting-and-deletion","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3577,"","Has your Company implemented a specific Policy or Procedure for the storage of records and data containing PI?","Yes More information is available on our policies regarding Data Correction, Blocking, Exporting, and Deletion at https://cloud.google.com/terms/data-processing-terms#7-data-correction-blocking-exporting-and-deletion","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3578,"","Has your Company implemented Policies for Resources and Business Partners relating to storage outside of the business Sites of records containing PI?","Yes Google policies for data storage comply with the responsibilities and controls  required to meet our regular recurring platform certifications (ISO 27001/27017/27018).  Depending on which of the Google Services Pfizer uses (SaaS, PaaS, IaaS); the specific partition of responsiblities for end-user data privacy and protection varies.  In the IaaS cases, Google provides capabilities for customers to secure and protect their data to assist in meeting their own compliance requirements.  ","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3579,"","Has your Company been the subject of an investigation, formal proceeding or settlement regarding or involving privacy, data protection, identity theft and/or data security by any U.S. or foreign Government, Body, regulator, law enforcement agency or self-regulatory organization (including, but not limited to, the U.S. Federal Trade Commission, Department of Health and Human Services, OCR, any state Attorney General or state consumer protection agency, any national/local health or pharmaceutical regulatory agency, any national Data Protection Authority, Commissioner or equivalent, the PCI Data Security Standards Council or a stock exchange)?","Yes null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3580,"","Does your Company evaluate in advance cross-border data flows / transfers for compliance with applicable national privacy or data protection related Laws?","Yes More information is available on our policies regarding Data Correction, Blocking, Exporting, and Deletion at https://cloud.google.com/terms/data-processing-terms#7-data-correction-blocking-exporting-and-deletion","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3581,"","Does your Company comply with the European Union Data Protection Directive (Directive 95/46/EC), if applicable?","Yes More information is available on our policies regarding Data Correction, Blocking, Exporting, and Deletion at https://cloud.google.com/terms/data-processing-terms#7-data-correction-blocking-exporting-and-deletion","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3582,"","If Yes to 156, does your Company use Consent as the compliance method(s) for cross-border data transfers of PI outside of the EEA.","No null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3583,"","If Yes to 156, does your Company use Certification with the U.S. Department of Commerce Under the U.S.-EU and/or U.S.-Swiss Safe Harbor Accords as the compliance method(s) for cross-border data transfers of PI outside of the EEA.","N/A Safeharbor is no longer valid, will support Privacy Shield by EOY","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3584,"","If Yes to 156, does your Company use Model Contracts as the compliance method(s) for cross-border data transfers of PI outside of the EEA.","Yes Model Contract Clacuses (MCC's) are covered in detail in our Data Processing and Security Terms - more information is available at https://cloud.google.com/terms/data-processing-terms","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3585,"","If Yes to 156, does your Company use Binding Corporate Rules as the compliance method(s) for cross-border data transfers of PI outside of the EEA.","No null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3586,"","Does your Company comply with EU Directive on Privacy and Electronic Communications (2002/58/EC), if applicable?","Yes null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3587,"","Are all required Data Protection Authority (“DPA”) (or equivalent) registrations complete and up-to-date?","Yes null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3588,"","Does your Company have in-country privacy or data protection officers or equivalent?","Yes Google’s Data Privacy Office for Google Cloud Platform can be contacted by Customer administrators at: https://support.google.com/cloud/contact/dpo (or via such other means as Google may provide)","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3589,"","Does your Company monitor relevant privacy, security or data protection related Laws and keep your Policies, Procedures and practices updated/compliant?","Yes null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3590,"","Has your Company implemented a Procedure for inventorying PI data elements wherever collected, stored or Processed in Electronic and paper form?","N/A This is customer responsibility.","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3591,"","Has your Company implemented a Procedure for mapping data flow (including, but not limited to PI) throughout the data lifecycle?","N/A This is a customer responsibility","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3592,"","Has your Company implemented Procedures to permit data subjects, in accordance with applicable Laws or Policies, to access and correct, amend or modify their PI, including Procedures to authenticate such individuals?","N/A This is customer responsibility.","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3593,"","Has your Company implemented Procedures to timely correct, amend or modify PI upon requests by data subjects, in accordance with applicable Laws or Policies to the extent permissible?","N/A This is customer responsibility.","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3594,"","Has your Company implemented Procedures to notify data subjects of the purposes for which their PI is being collected and Processed in accordance with applicable Laws or Policies?","N/A This is customer responsibility.","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3595,"","Has your Company implemented Procedures requiring that PI is Processed only for the purposes for which it was collected and consent obtained, or as otherwise may be required by applicable Laws?","N/A This is customer responsibility.","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3596,"","Does your Company have in place written contracts with Business Partners that Process PI or otherwise have access to PI that include appropriate privacy, security and data protection-related provisions, including, but not limited to, compliance with applicable Laws and Policies, training, monitoring and audit rights, and prompt notification of any potential privacy or security-related incidents or breaches affecting PI, to ensure that all Business Partners and their agents that Process PI or otherwise have access to PI protect / safeguard it in a manner at least equivalent to the manner in which your Company protects / safeguards PI?","Yes null","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3597,"","Are relevant changes to your Information Security Program (including, but not limited to changes for compliance with privacy, security and data protection related Laws) promptly communicated internally and to Business Partners who Process and/or otherwise have access to PI?","Yes Google Cloud Platform maintains and updates information relating to security, privacy and compliance details at http://cloud.google.com/security","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
3598,"","Does your Company rent to, sell to, or share or exchange with third-parties the PI of patients, health care professionals, consumers or the Resources of your clients?","No Covered in the Google Cloud Platform Terms of Services Section 5.2 Use of Customer Data. Google will not access or use Customer Data, except as necessary to provide the Services to Customer.  Full details available at https://cloud.google.com/terms/","Pfizer","2016-07-01","https://docs.google.com/spreadsheets/d/1pQqTvrAoFK_whJypsw1f3E-FTRuOVcfaG3sinn22bgU"
